problem_latex,context_text,problem_opt,input_text,label,problem_raw,student_answer,facet_mech,answer_latex,prob_ans_latex,answer_opt,prob_ans_opt
"5\,\frac{15}{20} \, + \, \frac{1}{15}",The problem is 5 15/20 + 1/15. The student response is 5 4/5.,ADD MIX 5 FRAC 15 20 FRAC 1 15,"[CLS] 5\,\frac{15}{20} \, + \, \frac{1}{15} \,=\, 5\,\frac{4}{5} [SEP] The problem is 5 15/20 + 1/15. The student response is 5 4/5. [SEP] ADD MIX 5 FRAC 15 20 FRAC 1 15 [SEP]",conv-c,5 15/20 + 1/15,5 4/5,[OFAM] Conversion [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] changing representations not called for; combining numerators without first aligning denominators  [MECH] Conversion linearizes mixed forms into whole×den+num.,"5\,\frac{4}{5}","5\,\frac{15}{20} \, + \, \frac{1}{15} \,=\, 5\,\frac{4}{5}",MIX 5 FRAC 4 5,ADD MIX 5 FRAC 15 20 FRAC 1 15 EQ MIX 5 FRAC 4 5
"5\,\frac{15}{20} \, + \, \frac{1}{15}",The problem is 5 15/20 + 1/15. The student response is 3 9/35.,ADD MIX 5 FRAC 15 20 FRAC 1 15,"[CLS] 5\,\frac{15}{20} \, + \, \frac{1}{15} \,=\, 3\,\frac{9}{35} [SEP] The problem is 5 15/20 + 1/15. The student response is 3 9/35. [SEP] ADD MIX 5 FRAC 15 20 FRAC 1 15 [SEP]",conv-d,5 15/20 + 1/15,3 9/35,[OFAM] Conversion [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] changing representations not called for  [MECH] Other conversion rewrite not required by the operation.,"3\,\frac{9}{35}","5\,\frac{15}{20} \, + \, \frac{1}{15} \,=\, 3\,\frac{9}{35}",MIX 3 FRAC 9 35,ADD MIX 5 FRAC 15 20 FRAC 1 15 EQ MIX 3 FRAC 9 35
"5\,\frac{15}{20} \, + \, \frac{1}{15}",The problem is 5 15/20 + 1/15. The student response is -5 49/60.,ADD MIX 5 FRAC 15 20 FRAC 1 15,"[CLS] 5\,\frac{15}{20} \, + \, \frac{1}{15} \,=\, -5\,\frac{49}{60} [SEP] The problem is 5 15/20 + 1/15. The student response is -5 49/60. [SEP] ADD MIX 5 FRAC 15 20 FRAC 1 15 [SEP]",po-a,5 15/20 + 1/15,-5 49/60,[OFAM] Property of Operation [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] additive inverse used as a rewrite; changing representations not called for  [MECH] Adds a symmetric/additive-inverse transformation.,"-5\,\frac{49}{60}","5\,\frac{15}{20} \, + \, \frac{1}{15} \,=\, -5\,\frac{49}{60}",-MIX 5 FRAC 49 60,ADD MIX 5 FRAC 15 20 FRAC 1 15 EQ -MIX 5 FRAC 49 60
"5\,\frac{15}{20} \, + \, \frac{1}{15}",The problem is 5 15/20 + 1/15. The student response is 60/349.,ADD MIX 5 FRAC 15 20 FRAC 1 15,"[CLS] 5\,\frac{15}{20} \, + \, \frac{1}{15} \,=\, \frac{60}{349} [SEP] The problem is 5 15/20 + 1/15. The student response is 60/349. [SEP] ADD MIX 5 FRAC 15 20 FRAC 1 15 [SEP]",po-b,5 15/20 + 1/15,60/349,[OFAM] Property of Operation [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] reciprocal/inverse used as a rewrite; mixing numerator and denominator operations  [MECH] Applies a multiplicative-inverse transformation.,\frac{60}{349},"5\,\frac{15}{20} \, + \, \frac{1}{15} \,=\, \frac{60}{349}",FRAC 60 349,ADD MIX 5 FRAC 15 20 FRAC 1 15 EQ FRAC 60 349
"5\,\frac{15}{20} \, + \, \frac{1}{15}",The problem is 5 15/20 + 1/15. The student response is 3 2/7.,ADD MIX 5 FRAC 15 20 FRAC 1 15,"[CLS] 5\,\frac{15}{20} \, + \, \frac{1}{15} \,=\, 3\,\frac{2}{7} [SEP] The problem is 5 15/20 + 1/15. The student response is 3 2/7. [SEP] ADD MIX 5 FRAC 15 20 FRAC 1 15 [SEP]",po-c,5 15/20 + 1/15,3 2/7,[OFAM] Property of Operation [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] combining numerators without first aligning denominators; distributive rewrite across fractions  [MECH] Invokes distribution over fractional parts.,"3\,\frac{2}{7}","5\,\frac{15}{20} \, + \, \frac{1}{15} \,=\, 3\,\frac{2}{7}",MIX 3 FRAC 2 7,ADD MIX 5 FRAC 15 20 FRAC 1 15 EQ MIX 3 FRAC 2 7
"5\,\frac{15}{20} \, + \, \frac{1}{15}",The problem is 5 15/20 + 1/15. The student response is 23 1/5.,ADD MIX 5 FRAC 15 20 FRAC 1 15,"[CLS] 5\,\frac{15}{20} \, + \, \frac{1}{15} \,=\, 23\,\frac{1}{5} [SEP] The problem is 5 15/20 + 1/15. The student response is 23 1/5. [SEP] ADD MIX 5 FRAC 15 20 FRAC 1 15 [SEP]",po-d,5 15/20 + 1/15,23 1/5,[OFAM] Property of Operation [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] not applicable  [MECH] Other property-of-operation combination.,"23\,\frac{1}{5}","5\,\frac{15}{20} \, + \, \frac{1}{15} \,=\, 23\,\frac{1}{5}",MIX 23 FRAC 1 5,ADD MIX 5 FRAC 15 20 FRAC 1 15 EQ MIX 23 FRAC 1 5
"5\,\frac{15}{20} \, + \, \frac{1}{15}",The problem is 5 15/20 + 1/15. The student response is 3 2/7.,ADD MIX 5 FRAC 15 20 FRAC 1 15,"[CLS] 5\,\frac{15}{20} \, + \, \frac{1}{15} \,=\, 3\,\frac{2}{7} [SEP] The problem is 5 15/20 + 1/15. The student response is 3 2/7. [SEP] ADD MIX 5 FRAC 15 20 FRAC 1 15 [SEP]",pf-a,5 15/20 + 1/15,3 2/7,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] operating across denominators; changing denominators inconsistently  [MECH] Operates directly on denominators when combining.,"3\,\frac{2}{7}","5\,\frac{15}{20} \, + \, \frac{1}{15} \,=\, 3\,\frac{2}{7}",MIX 3 FRAC 2 7,ADD MIX 5 FRAC 15 20 FRAC 1 15 EQ MIX 3 FRAC 2 7
"5\,\frac{15}{20} \, + \, \frac{1}{15}",The problem is 5 15/20 + 1/15. The student response is 7 11/15.,ADD MIX 5 FRAC 15 20 FRAC 1 15,"[CLS] 5\,\frac{15}{20} \, + \, \frac{1}{15} \,=\, 7\,\frac{11}{15} [SEP] The problem is 5 15/20 + 1/15. The student response is 7 11/15. [SEP] ADD MIX 5 FRAC 15 20 FRAC 1 15 [SEP]",pf-b,5 15/20 + 1/15,7 11/15,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] choosing denominator by one term/size; changing denominators inconsistently  [MECH] Chooses one denominator as if common.,"7\,\frac{11}{15}","5\,\frac{15}{20} \, + \, \frac{1}{15} \,=\, 7\,\frac{11}{15}",MIX 7 FRAC 11 15,ADD MIX 5 FRAC 15 20 FRAC 1 15 EQ MIX 7 FRAC 11 15
"5\,\frac{15}{20} \, + \, \frac{1}{15}",The problem is 5 15/20 + 1/15. The student response is 5 3/4.,ADD MIX 5 FRAC 15 20 FRAC 1 15,"[CLS] 5\,\frac{15}{20} \, + \, \frac{1}{15} \,=\, 5\,\frac{3}{4} [SEP] The problem is 5 15/20 + 1/15. The student response is 5 3/4. [SEP] ADD MIX 5 FRAC 15 20 FRAC 1 15 [SEP]",pf-c,5 15/20 + 1/15,5 3/4,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] operating numerators in isolation; mixing numerator and denominator operations  [MECH] Operates only on numerators detached from denominators.,"5\,\frac{3}{4}","5\,\frac{15}{20} \, + \, \frac{1}{15} \,=\, 5\,\frac{3}{4}",MIX 5 FRAC 3 4,ADD MIX 5 FRAC 15 20 FRAC 1 15 EQ MIX 5 FRAC 3 4
"5\,\frac{15}{20} \, + \, \frac{1}{15}",The problem is 5 15/20 + 1/15. The student response is 7 11/15.,ADD MIX 5 FRAC 15 20 FRAC 1 15,"[CLS] 5\,\frac{15}{20} \, + \, \frac{1}{15} \,=\, 7\,\frac{11}{15} [SEP] The problem is 5 15/20 + 1/15. The student response is 7 11/15. [SEP] ADD MIX 5 FRAC 15 20 FRAC 1 15 [SEP]",pf-d,5 15/20 + 1/15,7 11/15,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] operating numerators in isolation  [MECH] Other numerator-only handling.,"7\,\frac{11}{15}","5\,\frac{15}{20} \, + \, \frac{1}{15} \,=\, 7\,\frac{11}{15}",MIX 7 FRAC 11 15,ADD MIX 5 FRAC 15 20 FRAC 1 15 EQ MIX 7 FRAC 11 15
"5\,\frac{15}{20} \, + \, \frac{1}{15}",The problem is 5 15/20 + 1/15. The student response is 19/50.,ADD MIX 5 FRAC 15 20 FRAC 1 15,"[CLS] 5\,\frac{15}{20} \, + \, \frac{1}{15} \,=\, \frac{19}{50} [SEP] The problem is 5 15/20 + 1/15. The student response is 19/50. [SEP] ADD MIX 5 FRAC 15 20 FRAC 1 15 [SEP]",pf-e,5 15/20 + 1/15,19/50,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] combining numerators without first aligning denominators  [MECH] Uses denominator product in add/sub context.,\frac{19}{50},"5\,\frac{15}{20} \, + \, \frac{1}{15} \,=\, \frac{19}{50}",FRAC 19 50,ADD MIX 5 FRAC 15 20 FRAC 1 15 EQ FRAC 19 50
"5\,\frac{15}{20} \, + \, \frac{1}{15}",The problem is 5 15/20 + 1/15. The student response is 5 5/6.,ADD MIX 5 FRAC 15 20 FRAC 1 15,"[CLS] 5\,\frac{15}{20} \, + \, \frac{1}{15} \,=\, 5\,\frac{5}{6} [SEP] The problem is 5 15/20 + 1/15. The student response is 5 5/6. [SEP] ADD MIX 5 FRAC 15 20 FRAC 1 15 [SEP]",a,5 15/20 + 1/15,5 5/6,[OFAM] Arithmetic [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] integer calculation slip  [MECH] Local integer slip.,"5\,\frac{5}{6}","5\,\frac{15}{20} \, + \, \frac{1}{15} \,=\, 5\,\frac{5}{6}",MIX 5 FRAC 5 6,ADD MIX 5 FRAC 15 20 FRAC 1 15 EQ MIX 5 FRAC 5 6
"\frac{1}{4} \, - \, \frac{13}{7}",The problem is 1/4 - 13/7. The student response is 1 3/11.,SUB FRAC 1 4 FRAC 13 7,"[CLS] \frac{1}{4} \, - \, \frac{13}{7} \,=\, 1\,\frac{3}{11} [SEP] The problem is 1/4 - 13/7. The student response is 1 3/11. [SEP] SUB FRAC 1 4 FRAC 13 7 [SEP]",conv-a,1/4 - 13/7,1 3/11,[OFAM] Conversion [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] changing representations not called for; mixing numerator and denominator operations  [MECH] Conversion bundles whole and part before operating.,"1\,\frac{3}{11}","\frac{1}{4} \, - \, \frac{13}{7} \,=\, 1\,\frac{3}{11}",MIX 1 FRAC 3 11,SUB FRAC 1 4 FRAC 13 7 EQ MIX 1 FRAC 3 11
"\frac{1}{4} \, - \, \frac{13}{7}",The problem is 1/4 - 13/7. The student response is 7/52.,SUB FRAC 1 4 FRAC 13 7,"[CLS] \frac{1}{4} \, - \, \frac{13}{7} \,=\, \frac{7}{52} [SEP] The problem is 1/4 - 13/7. The student response is 7/52. [SEP] SUB FRAC 1 4 FRAC 13 7 [SEP]",conv-b,1/4 - 13/7,7/52,[OFAM] Conversion [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] mixing numerator and denominator operations; changing denominators inconsistently  [MECH] Conversion uses a reciprocal/cross-inversion while preparing.,\frac{7}{52},"\frac{1}{4} \, - \, \frac{13}{7} \,=\, \frac{7}{52}",FRAC 7 52,SUB FRAC 1 4 FRAC 13 7 EQ FRAC 7 52
"\frac{1}{4} \, - \, \frac{13}{7}",The problem is 1/4 - 13/7. The student response is 3 1/2.,SUB FRAC 1 4 FRAC 13 7,"[CLS] \frac{1}{4} \, - \, \frac{13}{7} \,=\, 3\,\frac{1}{2} [SEP] The problem is 1/4 - 13/7. The student response is 3 1/2. [SEP] SUB FRAC 1 4 FRAC 13 7 [SEP]",conv-c,1/4 - 13/7,3 1/2,[OFAM] Conversion [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] changing representations not called for; combining numerators without first aligning denominators  [MECH] Conversion linearizes mixed forms into whole×den+num.,"3\,\frac{1}{2}","\frac{1}{4} \, - \, \frac{13}{7} \,=\, 3\,\frac{1}{2}",MIX 3 FRAC 1 2,SUB FRAC 1 4 FRAC 13 7 EQ MIX 3 FRAC 1 2
"\frac{1}{4} \, - \, \frac{13}{7}",The problem is 1/4 - 13/7. The student response is -1 1/11.,SUB FRAC 1 4 FRAC 13 7,"[CLS] \frac{1}{4} \, - \, \frac{13}{7} \,=\, -1\,\frac{1}{11} [SEP] The problem is 1/4 - 13/7. The student response is -1 1/11. [SEP] SUB FRAC 1 4 FRAC 13 7 [SEP]",conv-d,1/4 - 13/7,-1 1/11,[OFAM] Conversion [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] changing representations not called for  [MECH] Other conversion rewrite not required by the operation.,"-1\,\frac{1}{11}","\frac{1}{4} \, - \, \frac{13}{7} \,=\, -1\,\frac{1}{11}",-MIX 1 FRAC 1 11,SUB FRAC 1 4 FRAC 13 7 EQ -MIX 1 FRAC 1 11
"\frac{1}{4} \, - \, \frac{13}{7}",The problem is 1/4 - 13/7. The student response is 1 17/28.,SUB FRAC 1 4 FRAC 13 7,"[CLS] \frac{1}{4} \, - \, \frac{13}{7} \,=\, 1\,\frac{17}{28} [SEP] The problem is 1/4 - 13/7. The student response is 1 17/28. [SEP] SUB FRAC 1 4 FRAC 13 7 [SEP]",po-a,1/4 - 13/7,1 17/28,[OFAM] Property of Operation [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] additive inverse used as a rewrite; changing representations not called for  [MECH] Adds a symmetric/additive-inverse transformation.,"1\,\frac{17}{28}","\frac{1}{4} \, - \, \frac{13}{7} \,=\, 1\,\frac{17}{28}",MIX 1 FRAC 17 28,SUB FRAC 1 4 FRAC 13 7 EQ MIX 1 FRAC 17 28
"\frac{1}{4} \, - \, \frac{13}{7}",The problem is 1/4 - 13/7. The student response is -28/45.,SUB FRAC 1 4 FRAC 13 7,"[CLS] \frac{1}{4} \, - \, \frac{13}{7} \,=\, -\frac{28}{45} [SEP] The problem is 1/4 - 13/7. The student response is -28/45. [SEP] SUB FRAC 1 4 FRAC 13 7 [SEP]",po-b,1/4 - 13/7,-28/45,[OFAM] Property of Operation [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] reciprocal/inverse used as a rewrite; mixing numerator and denominator operations  [MECH] Applies a multiplicative-inverse transformation.,-\frac{28}{45},"\frac{1}{4} \, - \, \frac{13}{7} \,=\, -\frac{28}{45}",FRAC -28 45,SUB FRAC 1 4 FRAC 13 7 EQ FRAC -28 45
"\frac{1}{4} \, - \, \frac{13}{7}",The problem is 1/4 - 13/7. The student response is 1 2/11.,SUB FRAC 1 4 FRAC 13 7,"[CLS] \frac{1}{4} \, - \, \frac{13}{7} \,=\, 1\,\frac{2}{11} [SEP] The problem is 1/4 - 13/7. The student response is 1 2/11. [SEP] SUB FRAC 1 4 FRAC 13 7 [SEP]",po-c,1/4 - 13/7,1 2/11,[OFAM] Property of Operation [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] combining numerators without first aligning denominators; distributive rewrite across fractions  [MECH] Invokes distribution over fractional parts.,"1\,\frac{2}{11}","\frac{1}{4} \, - \, \frac{13}{7} \,=\, 1\,\frac{2}{11}",MIX 1 FRAC 2 11,SUB FRAC 1 4 FRAC 13 7 EQ MIX 1 FRAC 2 11
"\frac{1}{4} \, - \, \frac{13}{7}",The problem is 1/4 - 13/7. The student response is -4 2/3.,SUB FRAC 1 4 FRAC 13 7,"[CLS] \frac{1}{4} \, - \, \frac{13}{7} \,=\, -4\,\frac{2}{3} [SEP] The problem is 1/4 - 13/7. The student response is -4 2/3. [SEP] SUB FRAC 1 4 FRAC 13 7 [SEP]",po-d,1/4 - 13/7,-4 2/3,[OFAM] Property of Operation [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] not applicable  [MECH] Other property-of-operation combination.,"-4\,\frac{2}{3}","\frac{1}{4} \, - \, \frac{13}{7} \,=\, -4\,\frac{2}{3}",-MIX 4 FRAC 2 3,SUB FRAC 1 4 FRAC 13 7 EQ -MIX 4 FRAC 2 3
"\frac{1}{4} \, - \, \frac{13}{7}",The problem is 1/4 - 13/7. The student response is 1/11.,SUB FRAC 1 4 FRAC 13 7,"[CLS] \frac{1}{4} \, - \, \frac{13}{7} \,=\, \frac{1}{11} [SEP] The problem is 1/4 - 13/7. The student response is 1/11. [SEP] SUB FRAC 1 4 FRAC 13 7 [SEP]",pf-a,1/4 - 13/7,1/11,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] operating across denominators; changing denominators inconsistently  [MECH] Operates directly on denominators when combining.,\frac{1}{11},"\frac{1}{4} \, - \, \frac{13}{7} \,=\, \frac{1}{11}",FRAC 1 11,SUB FRAC 1 4 FRAC 13 7 EQ FRAC 1 11
"\frac{1}{4} \, - \, \frac{13}{7}",The problem is 1/4 - 13/7. The student response is 2/1.,SUB FRAC 1 4 FRAC 13 7,"[CLS] \frac{1}{4} \, - \, \frac{13}{7} \,=\, \frac{2}{1} [SEP] The problem is 1/4 - 13/7. The student response is 2/1. [SEP] SUB FRAC 1 4 FRAC 13 7 [SEP]",pf-b,1/4 - 13/7,2/1,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] choosing denominator by one term/size; changing denominators inconsistently  [MECH] Chooses one denominator as if common.,\frac{2}{1},"\frac{1}{4} \, - \, \frac{13}{7} \,=\, \frac{2}{1}",FRAC 2 1,SUB FRAC 1 4 FRAC 13 7 EQ FRAC 2 1
"\frac{1}{4} \, - \, \frac{13}{7}",The problem is 1/4 - 13/7. The student response is 3 1/4.,SUB FRAC 1 4 FRAC 13 7,"[CLS] \frac{1}{4} \, - \, \frac{13}{7} \,=\, 3\,\frac{1}{4} [SEP] The problem is 1/4 - 13/7. The student response is 3 1/4. [SEP] SUB FRAC 1 4 FRAC 13 7 [SEP]",pf-c,1/4 - 13/7,3 1/4,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] operating numerators in isolation; mixing numerator and denominator operations  [MECH] Operates only on numerators detached from denominators.,"3\,\frac{1}{4}","\frac{1}{4} \, - \, \frac{13}{7} \,=\, 3\,\frac{1}{4}",MIX 3 FRAC 1 4,SUB FRAC 1 4 FRAC 13 7 EQ MIX 3 FRAC 1 4
"\frac{1}{4} \, - \, \frac{13}{7}",The problem is 1/4 - 13/7. The student response is 2/1.,SUB FRAC 1 4 FRAC 13 7,"[CLS] \frac{1}{4} \, - \, \frac{13}{7} \,=\, \frac{2}{1} [SEP] The problem is 1/4 - 13/7. The student response is 2/1. [SEP] SUB FRAC 1 4 FRAC 13 7 [SEP]",pf-d,1/4 - 13/7,2/1,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] operating numerators in isolation  [MECH] Other numerator-only handling.,\frac{2}{1},"\frac{1}{4} \, - \, \frac{13}{7} \,=\, \frac{2}{1}",FRAC 2 1,SUB FRAC 1 4 FRAC 13 7 EQ FRAC 2 1
"\frac{1}{4} \, - \, \frac{13}{7}",The problem is 1/4 - 13/7. The student response is -3/7.,SUB FRAC 1 4 FRAC 13 7,"[CLS] \frac{1}{4} \, - \, \frac{13}{7} \,=\, -\frac{3}{7} [SEP] The problem is 1/4 - 13/7. The student response is -3/7. [SEP] SUB FRAC 1 4 FRAC 13 7 [SEP]",pf-e,1/4 - 13/7,-3/7,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] combining numerators without first aligning denominators  [MECH] Uses denominator product in add/sub context.,-\frac{3}{7},"\frac{1}{4} \, - \, \frac{13}{7} \,=\, -\frac{3}{7}",FRAC -3 7,SUB FRAC 1 4 FRAC 13 7 EQ FRAC -3 7
"\frac{1}{4} \, - \, \frac{13}{7}",The problem is 1/4 - 13/7. The student response is -1 4/7.,SUB FRAC 1 4 FRAC 13 7,"[CLS] \frac{1}{4} \, - \, \frac{13}{7} \,=\, -1\,\frac{4}{7} [SEP] The problem is 1/4 - 13/7. The student response is -1 4/7. [SEP] SUB FRAC 1 4 FRAC 13 7 [SEP]",a,1/4 - 13/7,-1 4/7,[OFAM] Arithmetic [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] integer calculation slip  [MECH] Local integer slip.,"-1\,\frac{4}{7}","\frac{1}{4} \, - \, \frac{13}{7} \,=\, -1\,\frac{4}{7}",-MIX 1 FRAC 4 7,SUB FRAC 1 4 FRAC 13 7 EQ -MIX 1 FRAC 4 7
"\frac{3}{2} \, \times \, \frac{21}{11}",The problem is 3/2 x 21/11. The student response is 1 11/13.,MUL FRAC 3 2 FRAC 21 11,"[CLS] \frac{3}{2} \, \times \, \frac{21}{11} \,=\, 1\,\frac{11}{13} [SEP] The problem is 3/2 x 21/11. The student response is 1 11/13. [SEP] MUL FRAC 3 2 FRAC 21 11 [SEP]",conv-a,3/2 x 21/11,1 11/13,[OFAM] Conversion [OSTR] two_fractions [PREC] direct_multiplication [TPIT] changing representations not called for; mixing numerator and denominator operations  [MECH] Conversion bundles whole and part before operating.,"1\,\frac{11}{13}","\frac{3}{2} \, \times \, \frac{21}{11} \,=\, 1\,\frac{11}{13}",MIX 1 FRAC 11 13,MUL FRAC 3 2 FRAC 21 11 EQ MIX 1 FRAC 11 13
"\frac{3}{2} \, \times \, \frac{21}{11}",The problem is 3/2 x 21/11. The student response is 10 1/2.,MUL FRAC 3 2 FRAC 21 11,"[CLS] \frac{3}{2} \, \times \, \frac{21}{11} \,=\, 10\,\frac{1}{2} [SEP] The problem is 3/2 x 21/11. The student response is 10 1/2. [SEP] MUL FRAC 3 2 FRAC 21 11 [SEP]",conv-b,3/2 x 21/11,10 1/2,[OFAM] Conversion [OSTR] two_fractions [PREC] direct_multiplication [TPIT] mixing numerator and denominator operations; changing denominators inconsistently  [MECH] Conversion uses a reciprocal/cross-inversion while preparing.,"10\,\frac{1}{2}","\frac{3}{2} \, \times \, \frac{21}{11} \,=\, 10\,\frac{1}{2}",MIX 10 FRAC 1 2,MUL FRAC 3 2 FRAC 21 11 EQ MIX 10 FRAC 1 2
"\frac{3}{2} \, \times \, \frac{21}{11}",The problem is 3/2 x 21/11. The student response is 12/1.,MUL FRAC 3 2 FRAC 21 11,"[CLS] \frac{3}{2} \, \times \, \frac{21}{11} \,=\, \frac{12}{1} [SEP] The problem is 3/2 x 21/11. The student response is 12/1. [SEP] MUL FRAC 3 2 FRAC 21 11 [SEP]",conv-c,3/2 x 21/11,12/1,[OFAM] Conversion [OSTR] two_fractions [PREC] direct_multiplication [TPIT] changing representations not called for; combining numerators without first aligning denominators  [MECH] Conversion linearizes mixed forms into whole×den+num.,\frac{12}{1},"\frac{3}{2} \, \times \, \frac{21}{11} \,=\, \frac{12}{1}",FRAC 12 1,MUL FRAC 3 2 FRAC 21 11 EQ FRAC 12 1
"\frac{3}{2} \, \times \, \frac{21}{11}",The problem is 3/2 x 21/11. The student response is -1 5/13.,MUL FRAC 3 2 FRAC 21 11,"[CLS] \frac{3}{2} \, \times \, \frac{21}{11} \,=\, -1\,\frac{5}{13} [SEP] The problem is 3/2 x 21/11. The student response is -1 5/13. [SEP] MUL FRAC 3 2 FRAC 21 11 [SEP]",conv-d,3/2 x 21/11,-1 5/13,[OFAM] Conversion [OSTR] two_fractions [PREC] direct_multiplication [TPIT] changing representations not called for  [MECH] Other conversion rewrite not required by the operation.,"-1\,\frac{5}{13}","\frac{3}{2} \, \times \, \frac{21}{11} \,=\, -1\,\frac{5}{13}",-MIX 1 FRAC 5 13,MUL FRAC 3 2 FRAC 21 11 EQ -MIX 1 FRAC 5 13
"\frac{3}{2} \, \times \, \frac{21}{11}",The problem is 3/2 x 21/11. The student response is -2 19/22.,MUL FRAC 3 2 FRAC 21 11,"[CLS] \frac{3}{2} \, \times \, \frac{21}{11} \,=\, -2\,\frac{19}{22} [SEP] The problem is 3/2 x 21/11. The student response is -2 19/22. [SEP] MUL FRAC 3 2 FRAC 21 11 [SEP]",po-a,3/2 x 21/11,-2 19/22,[OFAM] Property of Operation [OSTR] two_fractions [PREC] direct_multiplication [TPIT] additive inverse used as a rewrite; changing representations not called for  [MECH] Adds a symmetric/additive-inverse transformation.,"-2\,\frac{19}{22}","\frac{3}{2} \, \times \, \frac{21}{11} \,=\, -2\,\frac{19}{22}",-MIX 2 FRAC 19 22,MUL FRAC 3 2 FRAC 21 11 EQ -MIX 2 FRAC 19 22
"\frac{3}{2} \, \times \, \frac{21}{11}",The problem is 3/2 x 21/11. The student response is 22/63.,MUL FRAC 3 2 FRAC 21 11,"[CLS] \frac{3}{2} \, \times \, \frac{21}{11} \,=\, \frac{22}{63} [SEP] The problem is 3/2 x 21/11. The student response is 22/63. [SEP] MUL FRAC 3 2 FRAC 21 11 [SEP]",po-b,3/2 x 21/11,22/63,[OFAM] Property of Operation [OSTR] two_fractions [PREC] direct_multiplication [TPIT] reciprocal/inverse used as a rewrite; mixing numerator and denominator operations  [MECH] Applies a multiplicative-inverse transformation.,\frac{22}{63},"\frac{3}{2} \, \times \, \frac{21}{11} \,=\, \frac{22}{63}",FRAC 22 63,MUL FRAC 3 2 FRAC 21 11 EQ FRAC 22 63
"\frac{3}{2} \, \times \, \frac{21}{11}",The problem is 3/2 x 21/11. The student response is 4 11/13.,MUL FRAC 3 2 FRAC 21 11,"[CLS] \frac{3}{2} \, \times \, \frac{21}{11} \,=\, 4\,\frac{11}{13} [SEP] The problem is 3/2 x 21/11. The student response is 4 11/13. [SEP] MUL FRAC 3 2 FRAC 21 11 [SEP]",po-c,3/2 x 21/11,4 11/13,[OFAM] Property of Operation [OSTR] two_fractions [PREC] direct_multiplication [TPIT] changing denominators inconsistently; distributive rewrite across fractions  [MECH] Invokes distribution over fractional parts.,"4\,\frac{11}{13}","\frac{3}{2} \, \times \, \frac{21}{11} \,=\, 4\,\frac{11}{13}",MIX 4 FRAC 11 13,MUL FRAC 3 2 FRAC 21 11 EQ MIX 4 FRAC 11 13
"\frac{3}{2} \, \times \, \frac{21}{11}",The problem is 3/2 x 21/11. The student response is -2 2/3.,MUL FRAC 3 2 FRAC 21 11,"[CLS] \frac{3}{2} \, \times \, \frac{21}{11} \,=\, -2\,\frac{2}{3} [SEP] The problem is 3/2 x 21/11. The student response is -2 2/3. [SEP] MUL FRAC 3 2 FRAC 21 11 [SEP]",po-d,3/2 x 21/11,-2 2/3,[OFAM] Property of Operation [OSTR] two_fractions [PREC] direct_multiplication [TPIT] not applicable  [MECH] Other property-of-operation combination.,"-2\,\frac{2}{3}","\frac{3}{2} \, \times \, \frac{21}{11} \,=\, -2\,\frac{2}{3}",-MIX 2 FRAC 2 3,MUL FRAC 3 2 FRAC 21 11 EQ -MIX 2 FRAC 2 3
